id,city,area,property_type,bedrooms,bathrooms,nightly_price_usd,review_score,occupancy_rate,distance_to_beach_km,distance_to_airport_km,num_reviews,amenities,annual_revenue_usd,property_price_usd,roi_pct,investment_score,latitude,longitude,peak_occupancy,off_occupancy,amenity_count,has_pool,has_wifi,has_ac,has_parking,city_enc,area_enc,property_type_enc,investment_label,label_enc
GOA0203,Goa,Panaji,Apartment,1,1,39,4.59,0.49,1.5,37.7,137,WiFi|AC|Parking|Garden,4883,54699,8.93,93,15.0717,74.0231,0.73,0.32,4,0,1,1,1,1,23,0,Buy,2
GOA0204,Goa,Vagator,Apartment,5,4,141,4.33,0.55,0.5,26.0,137,WiFi|Pool|Parking|Outdoor Shower,19814,227454,8.71,95,15.5394,73.8352,0.87,0.32,4,1,1,0,1,1,27,0,Buy,2
GOA0205,Goa,Anjuna,Villa,2,2,234,4.38,0.49,2.3,24.8,236,Hammock|WiFi|AC,29296,344660,8.5,89,15.7947,73.8071,0.72,0.33,3,0,1,1,0,1,1,11,Buy,2
GOA0206,Goa,Candolim,Apartment,3,4,71,4.85,0.62,2.6,39.6,76,BBQ|Outdoor Shower|Garden|Pool,11247,114689,9.81,100,15.2206,73.7713,0.92,0.41,4,1,0,0,0,1,8,0,Buy,2
GOA0207,Goa,Vagator,Cottage,2,3,86,4.13,0.49,0.4,27.9,99,Hammock|Yoga Deck|Outdoor Shower|BBQ|Garden|Pool,10767,114757,9.38,97,15.3419,73.8387,0.76,0.3,6,1,0,0,0,1,27,3,Buy,2
GOA0208,Goa,Colva,Apartment,2,2,55,4.84,0.55,2.2,10.2,263,Pool|AC|Parking|Outdoor Shower,7729,79900,9.67,99,15.2456,74.0231,0.89,0.3,4,1,0,1,1,1,9,0,Buy,2
GOA0209,Goa,Panaji,Beach Hut,2,3,31,3.59,0.57,1.9,27.2,263,Beach Access|Garden|Parking,4515,47690,9.47,89,15.4276,73.9622,0.73,0.46,3,0,0,1,1,1,23,1,Buy,2
GOA0210,Goa,Arambol,Homestay,3,3,44,4.8,0.56,0.1,19.1,256,Beach Access|Parking|Hammock|Yoga Deck|BBQ|AC|WiFi,6296,68174,9.24,100,15.4435,73.7291,0.78,0.41,7,0,1,1,1,1,2,5,Buy,2
GOA0211,Goa,Morjim,Apartment,5,5,137,3.83,0.62,1.7,31.5,114,Pool|WiFi|BBQ|Garden|Beach Access|Outdoor Shower|Hammock,21702,252750,8.59,88,15.2555,74.0235,0.87,0.44,7,1,1,1,0,1,18,0,Buy,2
GOA0212,Goa,Baga,Beach Hut,4,5,50,4.36,0.55,0.9,37.7,46,Hammock|AC|Garden|Beach Access,7026,77432,9.07,95,15.8299,73.918,0.89,0.31,4,0,0,1,0,1,5,1,Buy,2
GOA0213,Goa,Baga,Beach Hut,5,5,67,4.85,0.46,2.1,39.3,175,Yoga Deck|Pool|Beach Access|AC,7875,93166,8.45,92,15.3151,73.7357,0.72,0.27,4,1,0,1,0,1,5,1,Buy,2
GOA0214,Goa,Arambol,Beach Hut,4,4,70,3.85,0.57,0.3,22.1,94,Hammock|Beach Access|Yoga Deck|Parking|WiFi|Pool,10194,120687,8.45,94,15.4961,73.7359,0.77,0.43,6,1,1,1,1,1,2,1,Buy,2
GOA0215,Goa,Morjim,Cottage,3,4,99,3.63,0.65,1.4,42.3,259,Hammock|Garden|AC,16441,172579,9.53,92,15.2446,73.7644,0.94,0.44,3,0,0,1,0,1,18,3,Buy,2
GOA0216,Goa,Colva,Homestay,1,1,24,4.92,0.45,2.8,9.5,22,Garden|Yoga Deck|BBQ|Parking,2759,28639,9.63,98,15.4702,74.0447,0.7,0.27,4,0,0,0,1,1,9,5,Buy,2
GOA0217,Goa,Colva,Cottage,3,2,68,4.99,0.49,3.0,16.5,73,AC|Yoga Deck|BBQ|Garden|Hammock,8513,92846,9.17,97,15.4579,73.8217,0.87,0.22,5,0,0,1,0,1,9,3,Buy,2
GOA0218,Goa,Colva,Apartment,1,1,34,3.5,0.6,1.7,16.5,9,Hammock|Outdoor Shower|BBQ|Beach Access|AC,5212,63693,8.18,83,15.1805,73.7639,0.81,0.45,5,0,0,1,0,1,9,0,Buy,2
GOA0219,Goa,Morjim,Homestay,2,2,39,3.93,0.65,2.9,40.3,267,WiFi|Yoga Deck|Beach Access|Garden,6477,68113,9.51,93,15.2283,73.7451,0.9,0.47,4,0,1,1,0,1,18,5,Buy,2
GOA0220,Goa,Panaji,Homestay,4,5,43,4.45,0.5,0.9,23.1,216,Hammock|Garden|Yoga Deck|Outdoor Shower|BBQ|WiFi,5493,63924,8.59,92,15.8893,73.7219,0.74,0.33,6,0,1,0,0,1,23,5,Buy,2
GOA0221,Goa,Candolim,Beach Hut,4,5,57,4.22,0.52,2.2,42.5,159,Hammock|Parking|BBQ,7573,90451,8.37,87,15.7051,74.0402,0.83,0.29,3,0,0,0,1,1,8,1,Buy,2
GOA0222,Goa,Calangute,Beach Hut,3,3,58,4.74,0.51,1.0,16.4,278,Outdoor Shower|Yoga Deck|BBQ|Beach Access,7558,83430,9.06,96,15.8616,73.8251,0.78,0.32,4,0,0,1,0,1,7,1,Buy,2
GOA0223,Goa,Baga,Apartment,5,4,73,4.29,0.43,0.7,22.3,198,Pool|Parking|BBQ|Beach Access|AC|Hammock|WiFi,8020,88476,9.06,93,15.6997,73.9958,0.71,0.23,7,1,1,1,1,1,5,0,Buy,2
GOA0224,Goa,Candolim,Beach Hut,1,2,35,4.0,0.58,0.2,36.8,158,WiFi|Beach Access|Garden|Parking|AC|Yoga Deck,5187,52018,9.97,100,15.3771,73.7524,0.78,0.43,6,0,1,1,1,1,8,1,Buy,2
GOA0225,Goa,Anjuna,Cottage,1,2,65,4.9,0.62,1.5,44.0,200,Parking|Pool|Beach Access|BBQ|Garden|Hammock|Outdoor Shower,10297,114876,8.96,98,15.8658,73.7861,0.91,0.41,7,1,0,1,1,1,1,3,Buy,2
GOA0226,Goa,Baga,Cottage,2,2,72,3.8,0.55,1.2,8.6,170,Garden|Beach Access|Pool|Parking|AC|BBQ|Yoga Deck,10118,122125,8.28,85,15.4115,74.0674,0.75,0.4,7,1,0,1,1,1,5,3,Buy,2
GOA0227,Goa,Arambol,Beach Hut,2,1,60,3.73,0.56,0.5,41.6,38,BBQ|Outdoor Shower|Beach Access|Hammock,8585,104318,8.23,88,15.067,73.7485,0.79,0.39,4,0,0,1,0,1,2,1,Buy,2
GOA0228,Goa,Arambol,Cottage,2,1,69,4.86,0.5,1.4,7.9,161,Outdoor Shower|Beach Access|Parking|AC|Yoga Deck,8815,99884,8.83,95,15.1268,74.0726,0.75,0.32,5,0,0,1,1,1,2,3,Buy,2
GOA0229,Goa,Panaji,Cottage,5,6,99,4.67,0.47,1.9,41.4,207,AC|WiFi|Pool|Garden|BBQ|Beach Access,11888,126150,9.42,95,15.5339,73.7288,0.7,0.3,6,1,1,1,0,1,23,3,Buy,2
GOA0230,Goa,Panaji,Cottage,5,5,99,4.94,0.51,0.9,12.2,236,Beach Access|Yoga Deck|BBQ|AC|Pool|Hammock|Parking,12900,140261,9.2,99,15.4781,74.0832,0.72,0.36,7,1,0,1,1,1,23,3,Buy,2
GOA0231,Goa,Palolem,Apartment,4,5,77,3.62,0.53,2.6,12.7,224,Outdoor Shower|WiFi|Parking|AC,10427,114342,9.12,86,15.0911,74.0075,0.86,0.3,4,0,1,1,1,1,22,0,Buy,2
GOA0232,Goa,Morjim,Beach Hut,2,3,51,4.65,0.49,1.4,42.3,37,Garden|Outdoor Shower|Pool|Yoga Deck|BBQ|Parking|AC,6385,77233,8.27,90,15.1069,73.8433,0.75,0.3,7,1,0,1,1,1,18,1,Buy,2
GOA0233,Goa,Candolim,Beach Hut,4,5,52,4.26,0.62,2.8,24.7,261,Hammock|Garden|BBQ,8237,89391,9.21,94,15.7962,74.0227,0.82,0.47,3,0,0,0,0,1,8,1,Buy,2
GOA0234,Goa,Palolem,Beach Hut,4,3,44,3.98,0.5,0.6,30.7,40,WiFi|BBQ|Pool|Yoga Deck|Beach Access,5621,56682,9.92,96,15.1625,73.7209,0.81,0.27,5,1,1,1,0,1,22,1,Buy,2
GOA0235,Goa,Morjim,Beach Hut,3,4,59,4.7,0.58,1.3,13.0,72,WiFi|Outdoor Shower|Pool|Beach Access|Parking|BBQ,8743,106429,8.21,93,15.1154,73.8167,0.91,0.34,6,1,1,1,1,1,18,1,Buy,2
GOA0236,Goa,Palolem,Beach Hut,4,4,48,4.07,0.61,1.3,6.9,227,Garden|BBQ|WiFi,7481,90344,8.28,88,15.1103,73.9264,0.93,0.38,3,0,1,0,0,1,22,1,Buy,2
GOA0237,Goa,Vagator,Beach Hut,3,2,75,3.56,0.56,2.1,17.8,66,Pool|Garden|Parking|Beach Access,10731,122528,8.76,85,14.9935,73.8708,0.8,0.39,4,1,0,1,1,1,27,1,Buy,2
GOA0238,Goa,Colva,Beach Hut,2,1,31,4.92,0.52,2.3,17.4,186,AC|Parking|Beach Access,4119,45748,9.0,96,15.712,74.0469,0.82,0.3,3,0,0,1,1,1,9,1,Buy,2
GOA0239,Goa,Vagator,Cottage,1,2,83,3.57,0.6,0.5,40.3,202,WiFi|Beach Access|Pool|Outdoor Shower|Hammock|AC|BBQ,12724,133706,9.52,94,14.9201,74.0011,0.84,0.43,7,1,1,1,0,1,27,3,Buy,2
GOA0240,Goa,Baga,Beach Hut,1,2,32,4.17,0.55,1.1,32.1,130,Pool|Outdoor Shower|WiFi,4497,50374,8.93,92,15.6026,74.0824,0.7,0.45,3,1,1,0,0,1,5,1,Buy,2
GOA0241,Goa,Palolem,Cottage,2,1,65,4.1,0.62,0.9,38.7,175,Outdoor Shower|Pool|BBQ,10297,105864,9.73,97,15.2622,73.9642,0.94,0.39,3,1,0,0,0,1,22,3,Buy,2
GOA0242,Goa,Candolim,Villa,2,1,157,3.8,0.48,1.3,22.4,58,Parking|Pool|Outdoor Shower|AC,19254,215928,8.92,87,15.6487,74.0312,0.85,0.22,4,1,0,1,1,1,8,11,Buy,2
GOA0243,Goa,Palolem,Apartment,5,6,97,3.56,0.52,2.8,38.7,64,Yoga Deck|WiFi|Outdoor Shower|BBQ,12887,152781,8.43,82,15.2032,73.8718,0.75,0.36,4,0,1,0,0,1,22,0,Buy,2
GOA0244,Goa,Candolim,Cottage,1,1,57,3.74,0.58,0.8,8.3,9,Parking|Pool|Outdoor Shower|Hammock|Yoga Deck,8447,88974,9.49,93,15.8285,73.9319,0.71,0.48,5,1,0,0,1,1,8,3,Buy,2
GOA0245,Goa,Arambol,Cottage,4,3,122,4.87,0.56,0.2,38.2,37,AC|Hammock|Pool,17456,181805,9.6,100,15.6668,73.8403,0.79,0.39,3,1,0,1,0,1,2,3,Buy,2
GOA0246,Goa,Candolim,Beach Hut,3,4,50,4.3,0.45,0.7,37.2,169,Garden|BBQ|Parking|Beach Access|Pool|AC,5749,60690,9.47,95,15.1797,73.7766,0.7,0.27,6,1,0,1,1,1,8,1,Buy,2
GOA0247,Goa,Arambol,Cottage,3,2,99,4.8,0.45,1.1,27.0,232,Beach Access|Garden|Hammock|Pool|AC,11383,132742,8.58,93,15.7168,74.0838,0.76,0.22,5,1,0,1,0,1,2,3,Buy,2
GOA0248,Goa,Arambol,Homestay,2,3,46,4.41,0.46,3.0,11.1,222,Pool|WiFi|Yoga Deck|AC|Beach Access|Parking|Garden,5406,58667,9.21,92,15.5667,73.8137,0.82,0.21,7,1,1,1,1,1,2,5,Buy,2
GOA0249,Goa,Candolim,Homestay,1,1,30,4.38,0.6,0.8,26.5,80,Hammock|Beach Access|AC|Garden,4599,50575,9.09,96,15.5636,74.0136,0.81,0.45,4,0,0,1,0,1,8,5,Buy,2
GOA0250,Goa,Arambol,Cottage,1,1,65,4.47,0.59,1.2,5.8,150,Beach Access|Hammock|Parking|Yoga Deck|Outdoor Shower|Pool|WiFi,9798,113864,8.61,93,15.1052,73.8948,0.74,0.48,7,1,1,1,1,1,2,3,Buy,2
GOA0251,Goa,Calangute,Cottage,3,3,105,4.29,0.59,1.5,37.1,130,WiFi|BBQ|Pool|Hammock,15828,162492,9.74,97,15.147,74.0598,0.93,0.35,4,1,1,0,0,1,7,3,Buy,2
GOA0252,Goa,Candolim,Homestay,4,5,56,4.91,0.58,2.3,29.0,38,Parking|Beach Access|Pool|BBQ|WiFi,8299,85406,9.72,100,14.9343,73.899,0.83,0.4,5,1,1,1,1,1,8,5,Buy,2
GOA0253,Goa,Candolim,Villa,2,1,137,3.77,0.52,1.9,25.1,262,Garden|Parking|WiFi|Yoga Deck,18202,185031,9.84,91,15.0826,73.9296,0.79,0.33,4,0,1,0,1,1,8,11,Buy,2
GOA0254,Goa,Anjuna,Beach Hut,4,4,81,4.34,0.54,2.3,24.4,130,WiFi|Yoga Deck|Outdoor Shower|Garden,11176,122508,9.12,92,15.5481,73.7073,0.88,0.3,4,0,1,0,0,1,1,1,Buy,2
GOA0255,Goa,Baga,Apartment,5,5,93,4.43,0.46,0.3,32.6,206,AC|Beach Access|Garden|Parking,10930,131724,8.3,96,15.0271,73.8427,0.78,0.23,4,0,0,1,1,1,5,0,Buy,2
GOA0256,Goa,Arambol,Cottage,4,4,119,4.75,0.45,2.7,13.1,198,BBQ|Outdoor Shower|Parking|Yoga Deck|WiFi|Pool,13682,137099,9.98,98,15.859,73.9454,0.71,0.27,6,1,1,0,1,1,2,3,Buy,2
GOA0257,Goa,Arambol,Villa,3,4,201,3.6,0.45,2.7,33.8,235,Parking|BBQ|Yoga Deck|Beach Access|WiFi|Hammock|Outdoor Shower,23110,252459,9.15,85,15.8183,73.8632,0.71,0.27,7,0,1,1,1,1,2,11,Buy,2
GOA0258,Goa,Baga,Beach Hut,5,6,55,4.28,0.64,0.2,27.9,82,Garden|Hammock|Parking|BBQ|WiFi|Yoga Deck,8994,103782,8.67,100,15.8075,73.749,0.93,0.44,6,0,1,0,1,1,5,1,Buy,2
GOA0259,Goa,Candolim,Villa,1,2,130,4.82,0.53,0.3,18.0,194,Beach Access|Outdoor Shower|BBQ|WiFi|Hammock,17604,186921,9.42,100,15.8451,73.8131,0.8,0.34,5,0,1,1,0,1,8,11,Buy,2
GOA0260,Goa,Arambol,Beach Hut,3,4,61,4.51,0.51,2.2,30.1,102,Garden|Outdoor Shower|Pool|Beach Access|WiFi|AC|Yoga Deck,7949,94803,8.38,90,15.5691,73.7505,0.74,0.35,7,1,1,1,0,1,2,1,Buy,2
GOA0261,Goa,Arambol,Apartment,3,4,102,3.7,0.53,2.8,35.2,127,Hammock|Pool|Outdoor Shower|WiFi|Yoga Deck|Garden,13812,160218,8.62,84,15.1191,73.8772,0.89,0.28,6,1,1,0,0,1,2,0,Buy,2
GOA0262,Goa,Morjim,Villa,3,4,251,4.65,0.59,2.7,37.9,78,Parking|AC|Beach Access,37837,401102,9.43,97,15.4183,73.8847,0.73,0.49,3,0,0,1,1,1,18,11,Buy,2
GOA0263,Goa,Baga,Cottage,5,6,93,4.37,0.55,1.9,33.4,199,Pool|Garden|BBQ|Hammock,13069,151000,8.65,91,14.952,74.0439,0.88,0.32,4,1,0,0,0,1,5,3,Buy,2
GOA0264,Goa,Arambol,Homestay,1,2,33,3.89,0.52,2.7,35.0,157,Outdoor Shower|Parking|Yoga Deck|BBQ,4384,47526,9.22,89,14.9968,73.8904,0.76,0.34,4,0,0,0,1,1,2,5,Buy,2
GOA0265,Goa,Colva,Homestay,4,5,47,4.66,0.52,0.7,36.2,179,Outdoor Shower|Garden|BBQ|Hammock|AC,6244,68123,9.17,98,15.6712,73.7912,0.75,0.35,5,0,0,1,0,1,9,5,Buy,2
GOA0266,Goa,Vagator,Apartment,2,3,98,4.39,0.53,1.8,24.5,52,AC|Pool|Parking|Outdoor Shower|WiFi|BBQ,13271,149222,8.89,92,15.4049,73.7706,0.79,0.35,6,1,1,1,1,1,27,0,Buy,2
GOA0267,Goa,Anjuna,Beach Hut,5,5,98,4.31,0.56,2.8,19.8,71,Outdoor Shower|Parking|BBQ|Beach Access|Garden,14022,169738,8.26,88,15.0355,73.9074,0.73,0.43,5,0,0,1,1,1,1,1,Buy,2
GOA0268,Goa,Candolim,Beach Hut,2,3,37,4.9,0.48,1.2,36.8,105,Beach Access|WiFi|Parking,4538,49244,9.22,97,15.3563,73.7683,0.75,0.28,3,0,1,1,1,1,8,1,Buy,2
GOA0269,Goa,Calangute,Cottage,2,2,70,4.26,0.53,1.7,42.5,196,Beach Access|Garden|Parking|Pool|Yoga Deck|Outdoor Shower,9479,109845,8.63,90,15.8123,74.0784,0.74,0.38,6,1,0,1,1,1,7,3,Buy,2
GOA0270,Goa,Anjuna,Apartment,1,1,57,3.7,0.6,2.9,9.4,251,Yoga Deck|WiFi|Beach Access,8738,104066,8.4,85,15.8474,73.8693,0.78,0.47,3,0,1,1,0,1,1,0,Buy,2
GOA0271,Goa,Anjuna,Villa,1,1,132,4.16,0.51,1.0,29.5,111,Yoga Deck|Pool|Garden,17200,190096,9.05,92,15.7688,73.9648,0.71,0.36,3,1,0,0,0,1,1,11,Buy,2
GOA0272,Goa,Colva,Villa,4,5,173,4.73,0.53,1.6,6.9,175,AC|Beach Access|BBQ|Outdoor Shower|Parking|Yoga Deck|WiFi,23427,249082,9.41,97,15.5685,74.0451,0.93,0.24,7,0,1,1,1,1,9,11,Buy,2
GOA0273,Goa,Palolem,Apartment,3,2,58,4.72,0.65,0.8,17.8,54,Outdoor Shower|Yoga Deck|Pool|Parking|BBQ,9632,115669,8.33,96,15.4523,73.7202,0.91,0.47,5,1,0,0,1,1,22,0,Buy,2
GOA0274,Goa,Calangute,Beach Hut,4,5,54,4.58,0.5,0.6,5.0,130,Pool|Garden|AC|Hammock,6898,79250,8.7,95,15.7059,73.7317,0.81,0.28,4,1,0,1,0,1,7,1,Buy,2
GOA0275,Goa,Palolem,Beach Hut,5,6,55,4.08,0.52,1.0,30.7,11,BBQ|Outdoor Shower|WiFi|Pool|Hammock|Parking,7307,88722,8.24,87,14.9234,73.8721,0.82,0.31,6,1,1,0,1,1,22,1,Buy,2
GOA0276,Goa,Palolem,Villa,3,4,197,3.95,0.55,1.8,7.1,181,WiFi|Beach Access|Outdoor Shower|Hammock|AC|Pool,27683,311914,8.88,89,15.0405,73.949,0.72,0.43,6,1,1,1,0,1,22,11,Buy,2
GOA0277,Goa,Arambol,Beach Hut,1,2,37,4.26,0.52,2.8,33.9,261,AC|WiFi|Parking|Outdoor Shower|Yoga Deck|Hammock,4916,58363,8.42,88,14.978,73.7425,0.84,0.29,6,0,1,1,1,1,2,1,Buy,2
GOA0278,Goa,Calangute,Cottage,4,3,105,3.74,0.54,1.5,30.6,249,BBQ|Beach Access|Parking|WiFi|Pool,14487,156592,9.25,89,15.029,73.8721,0.94,0.25,5,1,1,1,1,1,7,3,Buy,2
GOA0279,Goa,Colva,Cottage,2,1,52,4.83,0.57,2.5,36.6,17,Garden|Yoga Deck|Outdoor Shower|Hammock,7573,80738,9.38,98,14.9312,74.0867,0.71,0.47,4,0,0,0,0,1,9,3,Buy,2
GOA0280,Goa,Vagator,Apartment,4,4,117,3.95,0.46,3.0,31.2,72,AC|Beach Access|Garden|Hammock,13751,138711,9.91,91,15.3427,74.0796,0.79,0.22,4,0,0,1,0,1,27,0,Buy,2
GOA0281,Goa,Colva,Beach Hut,1,2,26,4.3,0.58,0.3,13.6,198,WiFi|Garden|Hammock|Yoga Deck|Beach Access,3853,40189,9.59,100,15.6382,73.7757,0.82,0.41,5,0,1,1,0,1,9,1,Buy,2
GOA0282,Goa,Colva,Beach Hut,2,1,37,3.82,0.66,1.6,14.4,177,Garden|AC|Yoga Deck|Pool|Outdoor Shower,6239,67275,9.27,92,14.9498,73.8074,0.92,0.48,5,1,0,1,0,1,9,1,Buy,2
GOA0283,Goa,Panaji,Cottage,1,2,47,4.3,0.58,2.1,25.5,3,Parking|Hammock|Outdoor Shower|AC|BBQ,6965,77224,9.02,93,15.1678,73.882,0.94,0.32,5,0,0,1,1,1,23,3,Buy,2
GOA0284,Goa,Baga,Villa,5,6,222,4.56,0.57,0.2,26.8,189,Outdoor Shower|Yoga Deck|Hammock|BBQ,32331,358967,9.01,100,15.0684,74.0042,0.94,0.3,4,0,0,0,0,1,5,11,Buy,2
GOA0285,Goa,Vagator,Homestay,5,6,90,4.92,0.58,2.1,26.6,238,Garden|Outdoor Shower|Pool|AC,13337,146821,9.08,98,15.7496,73.8921,0.75,0.46,4,1,0,1,0,1,27,5,Buy,2
GOA0286,Goa,Palolem,Cottage,3,2,72,4.24,0.5,2.7,30.3,166,Beach Access|Parking|AC|Garden|Hammock|Pool,9198,105760,8.7,89,14.9995,73.9417,0.84,0.26,6,1,0,1,1,1,22,3,Buy,2
GOA0287,Goa,Baga,Homestay,1,1,22,3.62,0.53,1.8,22.2,173,Beach Access|WiFi|Yoga Deck|Parking|Hammock|BBQ|Pool,2979,30381,9.81,90,15.0748,74.0948,0.83,0.32,7,1,1,1,1,1,5,5,Buy,2
GOA0288,Goa,Vagator,Cottage,2,3,98,4.53,0.46,2.9,22.0,156,Parking|Beach Access|Outdoor Shower,11518,122507,9.4,93,15.5499,73.7099,0.78,0.23,3,0,0,1,1,1,27,3,Buy,2
GOA0289,Goa,Vagator,Villa,5,5,379,4.3,0.45,0.5,32.4,203,Outdoor Shower|Beach Access|Hammock|Yoga Deck|WiFi,43576,522431,8.34,91,15.1499,73.7262,0.77,0.22,5,0,1,1,0,1,27,11,Buy,2
GOA0290,Goa,Anjuna,Homestay,3,3,57,4.36,0.51,0.7,43.8,168,BBQ|Outdoor Shower|Garden|Beach Access,7427,85322,8.7,93,15.0757,73.9388,0.8,0.31,4,0,0,1,0,1,1,5,Buy,2
GOA0291,Goa,Panaji,Villa,3,3,141,4.17,0.58,1.5,17.2,250,Yoga Deck|Parking|Beach Access|Hammock,20895,234182,8.92,92,15.0818,73.7344,0.76,0.45,4,0,0,1,1,1,23,11,Buy,2
GOA0292,Goa,Baga,Cottage,2,1,69,3.79,0.55,1.3,19.7,78,Pool|Hammock|Garden|BBQ,9696,107069,9.06,89,15.0006,73.8239,0.87,0.32,4,1,0,0,0,1,5,3,Buy,2
GOA0293,Goa,Arambol,Beach Hut,2,1,55,4.5,0.52,0.6,5.9,29,Hammock|Beach Access|Parking,7307,76486,9.55,99,15.7967,73.7843,0.77,0.34,3,0,0,1,1,1,2,1,Buy,2
GOA0294,Goa,Anjuna,Homestay,3,4,47,3.92,0.53,0.3,30.8,206,Parking|Outdoor Shower|WiFi|Pool|BBQ|Garden,6365,65548,9.71,100,15.2397,73.9832,0.73,0.39,6,1,1,0,1,1,1,5,Buy,2
GOA0295,Goa,Morjim,Apartment,5,4,125,3.88,0.49,1.6,15.7,191,Garden|Beach Access|Outdoor Shower|Parking|Hammock|WiFi,15649,171692,9.11,88,15.504,74.0485,0.86,0.23,6,0,1,1,1,1,18,0,Buy,2
GOA0296,Goa,Calangute,Villa,1,1,168,4.41,0.49,0.8,19.7,14,Beach Access|BBQ|WiFi,21033,232740,9.04,94,15.8138,73.8473,0.8,0.27,3,0,1,1,0,1,7,11,Buy,2
GOA0297,Goa,Panaji,Homestay,5,5,40,4.08,0.61,1.9,37.7,225,Garden|Parking|Outdoor Shower|WiFi|Hammock,6234,66969,9.31,93,14.9384,74.0483,0.91,0.4,5,0,1,0,1,1,23,5,Buy,2
GOA0298,Goa,Baga,Homestay,2,1,32,4.1,0.58,0.1,22.9,13,Garden|BBQ|Parking|WiFi|Hammock,4742,56604,8.38,100,15.243,73.7553,0.82,0.4,5,0,1,0,1,1,5,5,Buy,2
GOA0299,Goa,Arambol,Homestay,5,6,63,4.24,0.57,1.3,29.0,95,Garden|BBQ|Yoga Deck|Outdoor Shower|Beach Access|Pool,9175,111352,8.24,89,15.7075,73.7437,0.8,0.4,6,1,0,1,0,1,2,5,Buy,2
GOA0300,Goa,Panaji,Cottage,1,2,42,4.01,0.62,0.3,39.0,85,Hammock|Garden|Pool|BBQ|AC|Outdoor Shower,6653,67603,9.84,100,15.1129,73.9675,0.84,0.46,6,1,0,1,0,1,23,3,Buy,2
GOA0301,Goa,Anjuna,Homestay,3,2,54,4.75,0.44,1.7,21.6,189,Garden|BBQ|AC,6071,73478,8.26,90,15.2269,73.9427,0.73,0.24,3,0,0,1,0,1,1,5,Buy,2
GOA0302,Goa,Colva,Cottage,4,5,93,4.76,0.52,0.4,37.8,268,WiFi|AC|Pool,12356,140295,8.81,100,15.1852,73.7957,0.95,0.21,3,1,1,1,0,1,9,3,Buy,2
GOA0303,Goa,Baga,Homestay,4,3,49,3.58,0.53,1.7,19.2,53,Beach Access|Hammock|BBQ|AC|Outdoor Shower|Yoga Deck|Garden,6635,77093,8.61,84,15.5127,73.9342,0.79,0.35,7,0,0,1,0,1,5,5,Buy,2
GOA0304,Goa,Calangute,Cottage,1,1,64,4.46,0.45,0.4,25.0,113,AC|WiFi|Parking|Yoga Deck,7358,77252,9.52,100,15.7404,73.9805,0.76,0.23,4,0,1,1,1,1,7,3,Buy,2
GOA0305,Goa,Panaji,Apartment,3,2,63,4.03,0.52,0.6,28.6,236,Outdoor Shower|Garden|AC|Parking|WiFi|BBQ|Hammock,8370,84839,9.87,97,15.8892,73.7667,0.8,0.32,7,0,1,1,1,1,23,0,Buy,2
GOA0306,Goa,Anjuna,Apartment,4,5,88,4.67,0.58,2.1,21.4,140,BBQ|WiFi|Garden|Hammock,13041,157816,8.26,92,15.562,73.8859,0.76,0.45,4,0,1,0,0,1,1,0,Buy,2
GOA0307,Goa,Candolim,Apartment,5,6,101,4.17,0.52,1.6,34.4,197,Yoga Deck|Parking|Outdoor Shower|Beach Access|Garden|BBQ|WiFi,13419,158362,8.47,88,15.5638,73.7454,0.75,0.35,7,0,1,1,1,1,8,0,Buy,2
GOA0308,Goa,Calangute,Homestay,2,1,42,4.25,0.66,0.2,6.5,211,Garden|BBQ|Yoga Deck|Hammock|AC,7082,83735,8.46,100,15.2672,73.9169,0.92,0.48,5,0,0,1,0,1,7,5,Buy,2
GOA0309,Goa,Anjuna,Apartment,1,1,55,4.62,0.44,1.8,41.7,53,AC|Parking|WiFi|BBQ|Pool,6183,71646,8.63,91,15.6055,73.9687,0.7,0.25,5,1,1,1,1,1,1,0,Buy,2
GOA0310,Goa,Arambol,Cottage,4,3,110,3.5,0.51,2.0,34.2,253,Parking|BBQ|AC,14334,156637,9.15,85,15.4219,73.7297,0.73,0.36,3,0,0,1,1,1,2,3,Buy,2
GOA0311,Goa,Anjuna,Homestay,3,4,47,4.76,0.64,0.4,13.4,165,AC|BBQ|Yoga Deck|Beach Access|Pool|Hammock|Garden,7685,93761,8.2,99,14.9118,74.099,0.88,0.47,7,1,0,1,0,1,1,5,Buy,2
GOA0312,Goa,Arambol,Cottage,3,4,90,4.5,0.52,2.7,31.8,265,BBQ|Outdoor Shower|Beach Access|AC|Garden|Parking|Pool,11957,128078,9.34,94,15.0879,73.9499,0.74,0.37,7,1,0,1,1,1,2,3,Buy,2
GOA0313,Goa,Vagator,Cottage,2,2,90,3.82,0.47,2.7,14.8,237,AC|Pool|Hammock|Beach Access|Garden|Yoga Deck|WiFi,10808,117620,9.19,87,15.3484,73.8282,0.78,0.25,7,1,1,1,0,1,27,3,Buy,2
GOA0314,Goa,Vagator,Beach Hut,3,3,78,4.96,0.61,1.7,32.6,47,AC|Yoga Deck|Outdoor Shower|BBQ|Hammock|Garden|Parking,12157,125818,9.66,100,15.4134,73.9602,0.81,0.46,7,0,0,1,1,1,27,1,Buy,2
GOA0315,Goa,Baga,Beach Hut,3,2,55,4.16,0.64,1.5,18.0,87,Garden|WiFi|Yoga Deck,8994,101996,8.82,92,15.8836,73.9669,0.93,0.43,3,0,1,0,0,1,5,1,Buy,2
