id,city,area,property_type,bedrooms,bathrooms,nightly_price_usd,review_score,occupancy_rate,distance_to_beach_km,distance_to_airport_km,num_reviews,amenities,annual_revenue_usd,property_price_usd,roi_pct,investment_score,latitude,longitude
MLD0227,Maldives,Baa Atoll,Sunset Villa,1,1,609,4.68,0.73,0.0,2.5,529,Direct Lagoon Access|Butler Service|AC|WiFi|Kayak|Snorkeling Gear|Glass Floor,121701,1848023,6.59,95,3.9918,75.7769
MLD0228,Maldives,Baa Atoll,Garden Room,1,1,245,4.88,0.58,0.0,3.0,540,Private Pool|Sun Deck|Direct Lagoon Access|Outdoor Shower|Butler Service|AC|Kayak|Glass Floor|Snorkeling Gear,38900,630282,6.17,91,6.2855,73.1115
MLD0229,Maldives,Baa Atoll,Overwater Bungalow,2,2,609,4.37,0.59,0.0,1.2,408,Kayak|Butler Service|AC|Snorkeling Gear|Glass Floor|WiFi,98361,1644066,5.98,86,6.1213,75.6595
MLD0230,Maldives,Vaavu Atoll,Overwater Bungalow,3,3,523,4.69,0.69,0.0,1.8,52,Direct Lagoon Access|AC|Snorkeling Gear|Butler Service|Kayak|Sun Deck|Glass Floor|Private Pool|WiFi,98788,1618319,6.1,91,7.8952,73.42
MLD0231,Maldives,Noonu Atoll,Overwater Bungalow,2,2,468,4.72,0.62,0.0,3.1,299,Direct Lagoon Access|Sun Deck|Kayak|AC|Outdoor Shower|Butler Service|Snorkeling Gear|WiFi|Private Pool,79431,1418915,5.6,87,2.5371,72.9256
MLD0232,Maldives,Noonu Atoll,Beach Villa,2,2,384,4.69,0.65,0.0,2.6,512,WiFi|Outdoor Shower|Sun Deck|Snorkeling Gear|Glass Floor|Private Pool,68328,1160418,5.89,89,4.2738,72.6015
MLD0233,Maldives,North Male Atoll,Garden Room,1,1,323,4.37,0.84,0.0,1.6,550,Sun Deck|Glass Floor|Outdoor Shower|Butler Service|Snorkeling Gear|Kayak|Private Pool,74274,1256983,5.91,90,8.1106,75.9545
MLD0234,Maldives,North Male Atoll,Beach Villa,1,1,505,4.37,0.82,0.0,1.6,58,Kayak|Sun Deck|Butler Service|AC|Glass Floor|Private Pool|WiFi,113360,1772966,6.39,92,8.331,73.2924
MLD0235,Maldives,Lhaviyani Atoll,Garden Room,1,1,206,4.22,0.77,0.0,2.4,530,Sun Deck|Private Pool|Outdoor Shower|AC|WiFi|Glass Floor|Direct Lagoon Access,43422,696350,6.24,89,4.2401,73.858
MLD0236,Maldives,Noonu Atoll,Overwater Bungalow,1,1,580,4.25,0.88,0.0,0.9,84,Glass Floor|Butler Service|Snorkeling Gear|AC|Sun Deck,139722,2561418,5.45,87,3.2007,75.5862
MLD0237,Maldives,Ari Atoll,Garden Room,1,1,238,4.26,0.86,0.0,3.0,348,Kayak|Private Pool|Sun Deck|Snorkeling Gear|Direct Lagoon Access|Glass Floor|Butler Service|WiFi|Outdoor Shower,56031,915840,6.12,91,6.9168,74.7283
MLD0238,Maldives,Baa Atoll,Garden Room,1,1,310,4.45,0.73,0.0,1.8,442,Outdoor Shower|Private Pool|Butler Service|Direct Lagoon Access|WiFi|Kayak|Glass Floor,61950,1002332,6.18,90,8.2402,73.1635
MLD0239,Maldives,Lhaviyani Atoll,Beach Villa,3,3,376,4.66,0.78,0.0,0.8,204,Outdoor Shower|Private Pool|Kayak|Glass Floor|Snorkeling Gear|AC|Butler Service,80285,1308837,6.13,93,8.6259,73.4865
MLD0240,Maldives,Vaavu Atoll,Water Villa,3,3,630,4.79,0.71,0.0,3.3,238,Outdoor Shower|Private Pool|Glass Floor|Direct Lagoon Access|AC,122448,2137394,5.73,90,5.2055,74.7773
MLD0241,Maldives,South Male Atoll,Overwater Bungalow,1,1,635,4.67,0.86,0.0,1.4,272,Glass Floor|Direct Lagoon Access|Butler Service|WiFi|Kayak|Sun Deck,149495,2391863,6.25,95,3.4969,72.6511
MLD0242,Maldives,Addu Atoll,Water Villa,3,3,466,4.9,0.79,0.0,2.4,98,WiFi|Kayak|Direct Lagoon Access|Outdoor Shower|Private Pool|Snorkeling Gear|Glass Floor,100778,1718145,5.87,94,7.9445,74.4211
MLD0243,Maldives,Vaavu Atoll,Beach Villa,1,1,389,4.49,0.87,0.0,2.5,95,Private Pool|Glass Floor|Sun Deck|Kayak|Outdoor Shower|Direct Lagoon Access|AC|WiFi|Snorkeling Gear,92645,1469096,6.31,94,5.9486,74.6321
MLD0244,Maldives,South Male Atoll,Beach Villa,2,2,374,4.67,0.66,0.0,0.4,54,AC|Glass Floor|Butler Service|Snorkeling Gear|WiFi|Private Pool|Direct Lagoon Access|Kayak|Outdoor Shower,67572,1227255,5.51,87,6.4904,76.0077
MLD0245,Maldives,North Male Atoll,Beach Villa,2,2,553,4.49,0.73,0.0,2.4,399,Butler Service|AC|Glass Floor|Direct Lagoon Access|Sun Deck|Private Pool|Snorkeling Gear,110510,2011375,5.49,86,3.7757,75.9999
MLD0246,Maldives,Baa Atoll,Water Villa,3,3,947,4.74,0.88,0.0,1.5,459,Snorkeling Gear|Butler Service|Kayak|Sun Deck|AC,228132,4146692,5.5,92,6.9195,72.668
MLD0247,Maldives,North Male Atoll,Garden Room,1,1,337,4.59,0.71,0.0,2.1,570,Kayak|Sun Deck|WiFi|Glass Floor|Direct Lagoon Access|AC,65500,1015116,6.45,93,5.2842,75.8245
MLD0248,Maldives,Noonu Atoll,Overwater Bungalow,1,1,470,4.42,0.55,0.0,1.6,183,Outdoor Shower|Sun Deck|Private Pool|WiFi|AC,70764,1233255,5.74,84,7.5914,76.2808
MLD0249,Maldives,Noonu Atoll,Water Villa,1,1,681,4.4,0.87,0.0,2.8,69,Direct Lagoon Access|Snorkeling Gear|Private Pool|Sun Deck|Glass Floor|WiFi,162189,2743388,5.91,91,6.8695,76.1973
MLD0250,Maldives,Addu Atoll,Sunset Villa,1,1,431,4.49,0.8,0.0,0.3,595,Private Pool|Sun Deck|Direct Lagoon Access|Kayak|AC|Snorkeling Gear,94389,1537413,6.14,92,4.8443,73.1674
MLD0251,Maldives,Addu Atoll,Water Villa,3,3,463,4.31,0.78,0.0,2.8,500,Outdoor Shower|Glass Floor|Snorkeling Gear|AC|Sun Deck|WiFi|Butler Service|Direct Lagoon Access|Kayak,98862,1808583,5.47,86,4.4245,74.8975
MLD0252,Maldives,Baa Atoll,Garden Room,3,3,317,4.33,0.8,0.0,2.7,273,Snorkeling Gear|Butler Service|WiFi|AC|Outdoor Shower|Direct Lagoon Access|Kayak,69423,1061935,6.54,93,8.0287,75.7524
MLD0253,Maldives,Baa Atoll,Water Villa,3,3,722,4.27,0.57,0.0,1.3,430,Outdoor Shower|WiFi|Butler Service|Private Pool|Snorkeling Gear,112659,1881138,5.99,85,5.7264,73.5707
MLD0254,Maldives,Ari Atoll,Garden Room,1,1,292,4.49,0.57,0.0,1.2,407,Snorkeling Gear|Outdoor Shower|Sun Deck|Kayak|Glass Floor|AC|WiFi,45563,764108,5.96,86,4.8576,73.5954
MLD0255,Maldives,Vaavu Atoll,Water Villa,2,2,534,4.86,0.9,0.0,1.3,382,Outdoor Shower|Butler Service|Snorkeling Gear|Direct Lagoon Access|Kayak|AC|WiFi,131564,2140819,6.15,97,6.3263,75.3738
MLD0256,Maldives,Vaavu Atoll,Sunset Villa,2,2,435,4.92,0.75,0.0,1.7,317,WiFi|Snorkeling Gear|Outdoor Shower|Direct Lagoon Access|Sun Deck|Private Pool|AC,89311,1532182,5.83,93,8.6696,75.6782
MLD0257,Maldives,Addu Atoll,Overwater Bungalow,1,1,388,4.47,0.71,0.0,1.2,452,AC|Sun Deck|Butler Service|Kayak|Snorkeling Gear|WiFi,75413,1307206,5.77,88,7.7839,75.4254
MLD0258,Maldives,Baa Atoll,Garden Room,1,1,321,4.42,0.86,0.0,2.7,169,Outdoor Shower|Butler Service|WiFi|AC|Kayak|Glass Floor,75571,1224799,6.17,92,7.1389,72.9163
MLD0259,Maldives,Addu Atoll,Sunset Villa,1,1,440,4.63,0.65,0.0,2.4,508,Outdoor Shower|AC|Glass Floor|Direct Lagoon Access|Sun Deck|Kayak,78292,1341826,5.83,88,3.4664,72.6216
MLD0260,Maldives,Noonu Atoll,Sunset Villa,3,3,485,4.66,0.86,0.0,3.3,330,Private Pool|Direct Lagoon Access|Sun Deck|Kayak|Outdoor Shower|AC|WiFi|Glass Floor|Snorkeling Gear,114181,1913980,5.97,93,7.2766,74.2572
MLD0261,Maldives,Noonu Atoll,Beach Villa,3,3,413,4.36,0.68,0.0,2.3,467,Snorkeling Gear|WiFi|Direct Lagoon Access|Butler Service|Sun Deck|Outdoor Shower,76880,1157853,6.64,91,7.0572,75.8421
MLD0262,Maldives,Vaavu Atoll,Water Villa,3,3,582,4.56,0.85,0.0,2.8,165,WiFi|Kayak|Direct Lagoon Access|Outdoor Shower|Sun Deck|Glass Floor,135424,2161435,6.27,94,4.2678,75.2155
MLD0263,Maldives,Baa Atoll,Garden Room,1,1,285,4.33,0.66,0.0,3.2,126,Kayak|Outdoor Shower|Butler Service|WiFi|Sun Deck|Snorkeling Gear|Glass Floor|AC|Private Pool,51492,890498,5.78,86,8.9018,75.5681
MLD0264,Maldives,Baa Atoll,Garden Room,1,1,317,4.37,0.82,0.0,0.3,184,Butler Service|Outdoor Shower|Glass Floor|Snorkeling Gear|Sun Deck,71159,1226487,5.8,89,5.285,73.887
MLD0265,Maldives,North Male Atoll,Sunset Villa,3,3,748,4.88,0.56,0.0,2.2,357,Glass Floor|Butler Service|Kayak|Private Pool|Snorkeling Gear|WiFi|Sun Deck,114668,1860615,6.16,91,4.9096,75.8282
MLD0266,Maldives,South Male Atoll,Water Villa,1,1,679,4.95,0.61,0.0,2.4,338,Butler Service|WiFi|Outdoor Shower|Direct Lagoon Access|Private Pool|Glass Floor,113385,1954797,5.8,90,3.7654,73.799
MLD0267,Maldives,Lhaviyani Atoll,Overwater Bungalow,2,2,660,4.81,0.67,0.0,2.0,542,Glass Floor|Private Pool|Outdoor Shower|Direct Lagoon Access|Butler Service|AC|Kayak|WiFi|Snorkeling Gear,121052,1840668,6.58,95,3.4612,74.4433
MLD0268,Maldives,North Male Atoll,Garden Room,2,2,263,4.87,0.8,0.0,3.3,355,Private Pool|Snorkeling Gear|WiFi|Butler Service|Sun Deck|AC,57597,997094,5.78,93,8.5828,74.7181
MLD0269,Maldives,North Male Atoll,Water Villa,3,3,927,4.98,0.77,0.0,0.3,399,Direct Lagoon Access|AC|Private Pool|Kayak|WiFi|Glass Floor|Sun Deck|Outdoor Shower,195400,3402437,5.74,93,8.3383,75.6823
MLD0270,Maldives,Ari Atoll,Garden Room,2,2,267,4.74,0.9,0.0,0.5,360,Private Pool|WiFi|Outdoor Shower|Butler Service|Glass Floor|Sun Deck|Snorkeling Gear|Direct Lagoon Access,65782,1133039,5.81,94,3.9838,75.0604
MLD0271,Maldives,Baa Atoll,Water Villa,3,3,867,4.32,0.62,0.0,2.3,96,Sun Deck|Snorkeling Gear|Glass Floor|Butler Service|Outdoor Shower|Private Pool|Kayak,147152,2270178,6.48,89,3.8563,75.841
MLD0272,Maldives,Noonu Atoll,Sunset Villa,1,1,469,4.59,0.88,0.0,0.9,392,Butler Service|Direct Lagoon Access|Snorkeling Gear|Private Pool|Sun Deck,112982,1841466,6.14,94,6.2452,75.5214
MLD0273,Maldives,South Male Atoll,Beach Villa,3,3,471,4.93,0.82,0.0,1.0,82,Direct Lagoon Access|Kayak|Private Pool|AC|Glass Floor|Butler Service,105728,1594663,6.63,99,4.6864,73.0662
MLD0274,Maldives,Baa Atoll,Sunset Villa,3,3,670,4.73,0.57,0.0,3.0,93,AC|Direct Lagoon Access|Sun Deck|Private Pool|Kayak|Glass Floor|WiFi|Butler Service,104545,1654858,6.32,91,5.0256,75.1717
MLD0275,Maldives,Baa Atoll,Overwater Bungalow,3,3,685,4.55,0.57,0.0,1.5,91,Private Pool|Outdoor Shower|Snorkeling Gear|Direct Lagoon Access|Kayak,106886,1875795,5.7,85,8.4062,74.154
MLD0276,Maldives,Addu Atoll,Water Villa,3,3,528,4.76,0.88,0.0,1.1,72,Snorkeling Gear|Glass Floor|Kayak|AC|Sun Deck|WiFi|Direct Lagoon Access|Outdoor Shower|Butler Service,127195,2094539,6.07,95,7.5718,74.9388
MLD0277,Maldives,Vaavu Atoll,Beach Villa,3,3,309,4.7,0.62,0.0,1.9,565,Direct Lagoon Access|Butler Service|Snorkeling Gear|Sun Deck|Kayak,52445,879171,5.97,89,8.1334,74.35
MLD0278,Maldives,Ari Atoll,Overwater Bungalow,3,3,607,4.38,0.86,0.0,0.8,176,Snorkeling Gear|Butler Service|AC|Outdoor Shower|Direct Lagoon Access,142903,2346405,6.09,91,3.3102,75.5932
MLD0279,Maldives,Addu Atoll,Sunset Villa,2,2,402,4.48,0.68,0.0,3.0,553,Outdoor Shower|Sun Deck|WiFi|Direct Lagoon Access|Snorkeling Gear|Butler Service|Glass Floor|AC|Private Pool,74832,1260613,5.94,88,7.0251,76.0882
MLD0280,Maldives,North Male Atoll,Water Villa,2,2,1008,4.46,0.88,0.0,0.3,450,Direct Lagoon Access|Private Pool|Kayak|Snorkeling Gear|Butler Service|Sun Deck,242827,3947424,6.15,93,8.2706,73.5985
MLD0281,Maldives,South Male Atoll,Garden Room,1,1,224,4.44,0.76,0.0,1.6,336,AC|Kayak|Direct Lagoon Access|WiFi|Butler Service,46603,811938,5.74,88,8.2644,75.1968
MLD0282,Maldives,Vaavu Atoll,Water Villa,3,3,547,4.95,0.64,0.0,0.7,184,AC|Glass Floor|WiFi|Outdoor Shower|Snorkeling Gear|Butler Service|Direct Lagoon Access|Private Pool,95834,1466250,6.54,95,5.9437,72.955
MLD0283,Maldives,North Male Atoll,Water Villa,2,2,802,4.44,0.65,0.0,2.2,404,Glass Floor|AC|Outdoor Shower|Snorkeling Gear|Kayak|Sun Deck|Direct Lagoon Access|Private Pool,142706,2529105,5.64,86,7.3294,73.5499
MLD0284,Maldives,Addu Atoll,Overwater Bungalow,1,1,416,4.97,0.55,0.0,3.1,164,Outdoor Shower|Butler Service|Kayak|Sun Deck|Private Pool|Snorkeling Gear|Direct Lagoon Access,62634,981209,6.38,93,8.631,73.8692
MLD0285,Maldives,Baa Atoll,Beach Villa,1,1,481,4.77,0.76,0.0,1.2,212,Outdoor Shower|Glass Floor|Butler Service|Sun Deck|Kayak,100072,1685823,5.94,92,7.1149,72.6693
MLD0286,Maldives,North Male Atoll,Garden Room,2,2,256,4.57,0.6,0.0,2.4,521,WiFi|Sun Deck|Kayak|Direct Lagoon Access|Outdoor Shower|Snorkeling Gear,42048,660722,6.36,90,5.03,73.2907
MLD0287,Maldives,Addu Atoll,Garden Room,1,1,183,4.29,0.56,0.0,0.4,250,Private Pool|AC|Direct Lagoon Access|Kayak|Butler Service|Snorkeling Gear|Sun Deck|Outdoor Shower,28054,510046,5.5,82,2.996,75.3339
MLD0288,Maldives,Vaavu Atoll,Beach Villa,2,2,305,4.29,0.73,0.0,1.7,134,Private Pool|WiFi|Butler Service|Glass Floor|AC|Outdoor Shower|Snorkeling Gear|Sun Deck,60950,1107579,5.5,85,8.6138,75.6184
MLD0289,Maldives,Baa Atoll,Sunset Villa,2,2,649,4.56,0.67,0.0,3.3,467,AC|Butler Service|Kayak|WiFi|Snorkeling Gear|Private Pool|Outdoor Shower,119035,2024749,5.88,88,6.0535,73.4276
MLD0290,Maldives,Noonu Atoll,Garden Room,1,1,190,4.96,0.66,0.0,1.7,578,AC|Snorkeling Gear|Kayak|Glass Floor|Sun Deck|Butler Service,34328,528038,6.5,96,7.8585,72.6105
MLD0291,Maldives,Noonu Atoll,Sunset Villa,2,2,545,4.31,0.86,0.0,2.6,252,Butler Service|AC|Snorkeling Gear|Sun Deck|WiFi|Outdoor Shower,128307,1995033,6.43,93,5.9607,73.7506
MLD0292,Maldives,Ari Atoll,Garden Room,3,3,235,4.89,0.69,0.0,1.5,551,Private Pool|AC|Direct Lagoon Access|Snorkeling Gear|Glass Floor|WiFi|Butler Service|Kayak,44389,690972,6.42,95,4.6815,75.9865
MLD0293,Maldives,Vaavu Atoll,Garden Room,3,3,192,4.96,0.88,0.0,0.7,382,Direct Lagoon Access|Glass Floor|Outdoor Shower|Sun Deck|Kayak|Butler Service|AC,46253,721132,6.41,99,8.0387,74.071
MLD0294,Maldives,North Male Atoll,Garden Room,1,1,255,4.42,0.76,0.0,2.8,585,Private Pool|AC|Sun Deck|Outdoor Shower|WiFi|Snorkeling Gear,53053,819384,6.47,92,2.7738,76.1884
MLD0295,Maldives,Baa Atoll,Water Villa,2,2,903,4.67,0.82,0.0,1.6,72,AC|Sun Deck|Snorkeling Gear|Outdoor Shower|Kayak|Direct Lagoon Access|Private Pool|WiFi,202701,3552981,5.71,91,4.6026,73.4764
MLD0296,Maldives,Ari Atoll,Sunset Villa,3,3,625,4.54,0.89,0.0,1.4,219,Snorkeling Gear|Outdoor Shower|Sun Deck|AC|Private Pool|Butler Service|WiFi,152273,2751942,5.53,90,8.5307,73.4674
MLD0297,Maldives,Baa Atoll,Water Villa,1,1,915,4.55,0.87,0.0,1.7,467,Outdoor Shower|Direct Lagoon Access|AC|Snorkeling Gear|Sun Deck,217919,3809445,5.72,91,5.2688,73.4112
MLD0298,Maldives,Addu Atoll,Sunset Villa,1,1,368,4.54,0.81,0.0,2.2,301,Glass Floor|AC|Direct Lagoon Access|Butler Service|Snorkeling Gear|Outdoor Shower|Kayak|WiFi|Sun Deck,81599,1411290,5.78,90,3.9763,74.4257
MLD0299,Maldives,Baa Atoll,Sunset Villa,1,1,544,4.85,0.9,0.0,1.5,387,Private Pool|Direct Lagoon Access|Kayak|Outdoor Shower|Butler Service|WiFi|Snorkeling Gear,134028,2015318,6.65,100,3.1885,75.1101
MLD0300,Maldives,Baa Atoll,Water Villa,3,3,868,4.83,0.64,0.0,2.7,45,Sun Deck|Private Pool|Outdoor Shower|AC|Butler Service|Snorkeling Gear|Direct Lagoon Access|WiFi,152074,2629858,5.78,90,4.2597,74.682
MLD0301,Maldives,Lhaviyani Atoll,Water Villa,3,3,644,4.56,0.86,0.0,1.6,153,Private Pool|Sun Deck|Kayak|AC|Outdoor Shower|Direct Lagoon Access|Snorkeling Gear|Glass Floor|Butler Service,151614,2698510,5.62,90,6.1318,73.2675
MLD0302,Maldives,Baa Atoll,Overwater Bungalow,3,3,717,4.6,0.69,0.0,0.6,432,Snorkeling Gear|Direct Lagoon Access|AC|Butler Service|Outdoor Shower|Private Pool,135432,2219599,6.1,90,2.5093,72.8951
MLD0303,Maldives,Noonu Atoll,Overwater Bungalow,2,2,536,4.44,0.87,0.0,1.4,469,Sun Deck|Private Pool|Outdoor Shower|AC|Snorkeling Gear|Direct Lagoon Access|Kayak|Glass Floor,127655,2237306,5.71,90,5.7117,75.3163
MLD0304,Maldives,Baa Atoll,Overwater Bungalow,2,2,650,4.95,0.74,0.0,2.9,500,Snorkeling Gear|Private Pool|Sun Deck|Glass Floor|AC|Direct Lagoon Access,131674,2135333,6.17,95,2.7015,75.1948
MLD0305,Maldives,North Male Atoll,Overwater Bungalow,1,1,639,4.58,0.62,0.0,2.3,29,Butler Service|Kayak|AC|Sun Deck|Snorkeling Gear|Glass Floor,108454,1980883,5.48,85,5.2508,75.77
MLD0306,Maldives,Lhaviyani Atoll,Garden Room,1,1,241,4.6,0.88,0.0,3.1,513,Sun Deck|Direct Lagoon Access|Private Pool|Kayak|WiFi|Glass Floor|Outdoor Shower|AC,58057,1022926,5.68,91,4.0738,74.68
MLD0307,Maldives,North Male Atoll,Water Villa,3,3,825,4.56,0.72,0.0,2.9,165,Kayak|AC|Butler Service|Snorkeling Gear|Direct Lagoon Access,162608,2924791,5.56,87,4.9023,72.5708
MLD0308,Maldives,North Male Atoll,Sunset Villa,2,2,748,4.34,0.77,0.0,0.3,352,Sun Deck|AC|Outdoor Shower|Direct Lagoon Access|Glass Floor|WiFi|Butler Service,157669,2575001,6.12,90,8.9017,72.9028
MLD0309,Maldives,Ari Atoll,Water Villa,2,2,762,4.45,0.87,0.0,3.1,199,Direct Lagoon Access|WiFi|Glass Floor|Private Pool|Snorkeling Gear|Sun Deck|AC|Outdoor Shower,181480,2865992,6.33,94,2.5683,75.0086
MLD0310,Maldives,South Male Atoll,Overwater Bungalow,2,2,571,4.74,0.56,0.0,0.6,229,Snorkeling Gear|Kayak|WiFi|Outdoor Shower|AC,87534,1513280,5.78,87,3.4866,75.9304
MLD0311,Maldives,Lhaviyani Atoll,Water Villa,2,2,625,4.37,0.9,0.0,1.6,327,Snorkeling Gear|WiFi|Kayak|Sun Deck|Private Pool,153984,2670578,5.77,90,3.2786,74.9395
MLD0312,Maldives,North Male Atoll,Beach Villa,1,1,561,4.45,0.84,0.0,2.2,179,Snorkeling Gear|Glass Floor|Outdoor Shower|AC|Butler Service|Kayak|WiFi,129002,2102355,6.14,92,5.9035,74.807
MLD0313,Maldives,Vaavu Atoll,Garden Room,3,3,180,4.52,0.67,0.0,1.5,21,WiFi|Snorkeling Gear|Direct Lagoon Access|Kayak|Private Pool|AC|Outdoor Shower|Butler Service|Sun Deck,33014,578968,5.7,87,5.3778,76.2613
MLD0314,Maldives,Lhaviyani Atoll,Overwater Bungalow,2,2,563,4.53,0.83,0.0,2.0,391,Outdoor Shower|Butler Service|Direct Lagoon Access|Private Pool|Sun Deck|Glass Floor|WiFi|Snorkeling Gear,127921,2152070,5.94,91,2.3734,74.0944
MLD0315,Maldives,South Male Atoll,Water Villa,2,2,670,5.0,0.66,0.0,3.1,279,WiFi|Private Pool|Direct Lagoon Access|Butler Service|Glass Floor,121052,2088645,5.8,92,4.3864,74.6741
MLD0316,Maldives,Vaavu Atoll,Beach Villa,1,1,386,4.91,0.61,0.0,1.3,250,Glass Floor|Butler Service|Private Pool|Kayak|Outdoor Shower,64457,1038880,6.2,92,2.2943,74.893
MLD0317,Maldives,Vaavu Atoll,Sunset Villa,3,3,498,4.51,0.81,0.0,2.3,230,WiFi|Kayak|Private Pool|AC|Sun Deck|Snorkeling Gear|Glass Floor|Butler Service|Outdoor Shower,110425,1794645,6.15,92,2.9874,75.3373
MLD0318,Maldives,South Male Atoll,Garden Room,3,3,266,4.75,0.56,0.0,0.9,600,Private Pool|Kayak|Glass Floor|Snorkeling Gear|Outdoor Shower|AC|Direct Lagoon Access|Sun Deck,40778,621114,6.57,92,5.9927,75.5259
MLD0319,Maldives,North Male Atoll,Overwater Bungalow,2,2,662,4.87,0.74,0.0,2.5,250,Glass Floor|Snorkeling Gear|WiFi|Private Pool|AC|Butler Service|Direct Lagoon Access,134105,2445808,5.48,90,2.5858,76.1049
MLD0320,Maldives,Vaavu Atoll,Overwater Bungalow,3,3,444,4.51,0.85,0.0,3.2,58,Kayak|Outdoor Shower|Glass Floor|Sun Deck|Direct Lagoon Access,103313,1724078,5.99,92,6.1587,75.3326
MLD0321,Maldives,Lhaviyani Atoll,Water Villa,1,1,792,4.3,0.83,0.0,1.8,338,AC|Glass Floor|Sun Deck|WiFi|Direct Lagoon Access|Butler Service|Outdoor Shower|Snorkeling Gear|Private Pool,179952,2969582,6.06,90,4.9673,74.5368
MLD0322,Maldives,Noonu Atoll,Garden Room,1,1,249,4.64,0.88,0.0,0.8,378,Outdoor Shower|AC|Glass Floor|Butler Service|Kayak|Direct Lagoon Access|Snorkeling Gear|Sun Deck|WiFi,59984,1044549,5.74,92,7.6857,75.2165
MLD0323,Maldives,Addu Atoll,Overwater Bungalow,3,3,464,4.65,0.85,0.0,2.9,53,Butler Service|AC|Sun Deck|Glass Floor|Snorkeling Gear|Outdoor Shower|Direct Lagoon Access,107967,1663515,6.49,96,7.9401,74.1563
MLD0324,Maldives,Noonu Atoll,Sunset Villa,3,3,458,4.9,0.7,0.0,2.9,220,Kayak|AC|Butler Service|Outdoor Shower|WiFi|Direct Lagoon Access,87764,1393518,6.3,94,2.0275,74.4818
MLD0325,Maldives,Addu Atoll,Overwater Bungalow,2,2,396,4.8,0.65,0.0,1.7,599,Sun Deck|Kayak|Private Pool|WiFi|Glass Floor,70463,1077387,6.54,94,4.0066,75.626
MLD0326,Maldives,North Male Atoll,Water Villa,3,3,806,4.72,0.87,0.0,2.4,571,Snorkeling Gear|AC|Glass Floor|Private Pool|Butler Service|Sun Deck,191959,3398328,5.65,92,2.7628,73.5029
MLD0327,Maldives,Addu Atoll,Sunset Villa,3,3,453,4.77,0.77,0.0,2.4,202,Snorkeling Gear|AC|Outdoor Shower|Sun Deck|Private Pool|Direct Lagoon Access|Kayak|Glass Floor,95487,1564141,6.1,93,2.3119,75.6378
MLD0328,Maldives,North Male Atoll,Sunset Villa,1,1,711,4.58,0.86,0.0,1.3,108,Butler Service|Direct Lagoon Access|WiFi|Sun Deck|Snorkeling Gear|Kayak|Outdoor Shower|Glass Floor,167387,2675024,6.26,94,8.1096,75.688
MLD0329,Maldives,Ari Atoll,Overwater Bungalow,1,1,653,4.3,0.63,0.0,2.4,83,WiFi|Direct Lagoon Access|Snorkeling Gear|Sun Deck|AC,112618,1833812,6.14,87,7.8553,76.2998
MLD0330,Maldives,South Male Atoll,Water Villa,2,2,786,4.5,0.83,0.0,1.4,317,Outdoor Shower|AC|Kayak|Private Pool|Sun Deck,178589,2778309,6.43,94,2.2338,74.0429
MLD0331,Maldives,Noonu Atoll,Garden Room,2,2,247,4.39,0.62,0.0,3.4,52,WiFi|Outdoor Shower|Glass Floor|AC|Kayak|Sun Deck,41922,632324,6.63,90,7.5005,73.7855
MLD0332,Maldives,Vaavu Atoll,Overwater Bungalow,2,2,431,4.93,0.6,0.0,2.0,442,AC|Private Pool|WiFi|Kayak|Snorkeling Gear|Outdoor Shower|Sun Deck,70792,1126549,6.28,93,2.4563,72.6997
MLD0333,Maldives,Noonu Atoll,Garden Room,1,1,195,4.26,0.82,0.0,1.8,261,Private Pool|Glass Floor|Direct Lagoon Access|Snorkeling Gear|Butler Service|WiFi|Kayak|Outdoor Shower,43773,706626,6.19,90,4.9286,76.2158
MLD0334,Maldives,South Male Atoll,Garden Room,2,2,270,4.77,0.86,0.0,1.3,231,Snorkeling Gear|Glass Floor|Private Pool|Butler Service|Outdoor Shower|WiFi|Kayak,63565,1034226,6.15,95,6.296,74.9945
MLD0335,Maldives,Addu Atoll,Overwater Bungalow,1,1,448,4.52,0.9,0.0,2.9,484,Kayak|Private Pool|Glass Floor|Sun Deck|WiFi|Direct Lagoon Access,110376,1815678,6.08,93,7.091,73.5782
MLD0336,Maldives,Lhaviyani Atoll,Sunset Villa,2,2,475,4.48,0.69,0.0,0.3,176,Private Pool|WiFi|Direct Lagoon Access|AC|Sun Deck|Snorkeling Gear|Glass Floor|Outdoor Shower|Butler Service,89722,1589513,5.64,87,4.5144,74.8217
MLD0337,Maldives,North Male Atoll,Water Villa,3,3,785,4.34,0.86,0.0,2.2,507,Outdoor Shower|Direct Lagoon Access|Butler Service|Kayak|Private Pool|Sun Deck|Snorkeling Gear,184809,3357538,5.5,88,8.9913,73.9874
MLD0338,Maldives,Ari Atoll,Overwater Bungalow,2,2,611,4.89,0.9,0.0,2.3,515,Outdoor Shower|Private Pool|WiFi|Direct Lagoon Access|Kayak|Butler Service,150535,2657013,5.67,94,7.4722,73.9214
MLD0339,Maldives,Ari Atoll,Garden Room,3,3,266,4.87,0.79,0.0,0.3,586,Direct Lagoon Access|Butler Service|Sun Deck|Kayak|AC,57526,927454,6.2,95,3.0113,73.4319
MLD0340,Maldives,North Male Atoll,Garden Room,2,2,336,4.23,0.63,0.0,1.2,495,Outdoor Shower|Private Pool|AC|Glass Floor|WiFi|Sun Deck|Snorkeling Gear,57947,988360,5.86,85,5.7387,73.3731
